講義名,開講期間,曜日・時限,講義室,URL
英語Ⅰ(General English Skills 1a)　再履修（2015年度以前入学者用）　第1･2ターム連続,第1・2,月3,全学講義棟 2-502,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX11801_ja_JP.html
イタリア語Ⅱa（講読）　隔年開講,第1・2,月3,全学講義棟 3-201,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX26212_ja_JP.html
日本語運用演習,第1・2,月3,全学講義棟 1-401,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BC005130_ja_JP.html
インクルーシブ教育演習,第1・2,月3,教育Ａ１１０講義室（教職大学院講義室）,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/180612/180612_W22004_ja_JP.html
言語文化系教育の教材研究と実践D（英語）,第1・2,月3,教育Ａ２０３セミナー室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/180622/180622_W31014_ja_JP.html
子ども共育の理論と実践　共通科目,第1・2,月3,教育Ａ１１１講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/180614/180614_W27001_ja_JP.html
生体分子分光学特論,第1・2,月3,工-21,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240203/240203_MM23100_ja_JP.html
先端計算機工学特論,第1・2,月3,工-54,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240302/240302_MM32140_ja_JP.html
システム制御特論,第1・2,月3,工-23,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240302/240302_MM32260_ja_JP.html
離散アルゴリズム特論,第1・2,月3,工-51,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240303/240303_MM33060_ja_JP.html
機械システム制御特論,第1・2,月3,工-53,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240401/240401_MM40130_ja_JP.html
発生生物学輪講1A,第1・2,月3,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240102/240102_MM12240_ja_JP.html
科学技術日本語Ⅲ　(前期)(梶山),第1・2,月3,工-演習室3,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/24/24_MM80050_ja_JP.html
科学技術日本語Ⅱ　(前期)(吉田),第1・2,月3,工-演習室4,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/24/24_MM80042_ja_JP.html
分子発生制御学特論,第1・2,月3,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250001/250001_D10425_ja_JP.html
国際開発学演習Ⅱ,第1・2,月4,教養学部-37,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F16072_ja_JP.html
地理学実習D(地理学野外実習Ⅱ）,第1・2,月4,教養学部-34,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F220825_ja_JP.html
社会学演習ⅩⅢ,第1・2,月4,教養学部-35,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F26013_ja_JP.html
哲学演習Ⅵ,第1・2,月4,教養学部-24,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F36006_ja_JP.html
西洋史演習Ⅴ,第1・2,月4,教養学部-38,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F36115_ja_JP.html
アメリカ史概論Ⅰ,第1・2,月4,教養学部-21,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F44201_ja_JP.html
イギリス文化特殊講義Ⅰ,第1・2,月4,全学講義棟 1-202,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F45091_ja_JP.html
外国史特講Ａ,第1・2,月4,教育Ａ１１２講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y12141_ja_JP.html
法学概論,第1・2,月4,教育Ａ２１４講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y12290_ja_JP.html
初等理科指導法　小（算・音・家）・中（数・音・家）・副,第1・2,月4,コモ棟１１０実習室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y16032_ja_JP.html
初等音楽科指導法　小（教・国・英）・副,第1・2,月4,教育コモ棟音楽第１講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y18032_ja_JP.html
体つくり運動　「幼児と健康、保育体育実践」と同時限,第1・2,月4,総合体育館,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y22080_ja_JP.html
英作文 IA　英以外,第1・2,月4,教育Ａ２１２講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y28212_ja_JP.html
保育体育実践　「体つくり運動」と同時限、副3年以上(22年入学者以前）,第1・2,月4,総合体育館,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y38027_ja_JP.html
乳幼児教育研究Ｃ,第1・2,月4,コモ棟研究室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y38161_ja_JP.html
教師の成長と教師教育,第1・2,月4,全学講義棟 1-206,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y44025_ja_JP.html
解析概論Ａ演習,第1・2,月4,理-10番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0401/0401_R11049_ja_JP.html
代数学Ｃ,第1・2,月4,理-1番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0401/0401_R11294_ja_JP.html
量子力学Ⅱ演習,第1・2,月4,理-8番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0402/0402_R12392_ja_JP.html
統計力学Ⅰ演習,第1・2,月4,理-8番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0402/0402_R12394_ja_JP.html
生体制御学実験Ⅱ,第1・2,月4,学科指定教室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0405/0405_R15023_ja_JP.html
合成・解析化学実験Ⅰ,第1・2,月4,学科指定教室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0403/0403_R13555_ja_JP.html
分子生物科学実験Ⅰ,第1・2,月4,学科指定教室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0404/0404_R14351_ja_JP.html
離散数学,第1・2,月4,教育Ａ１１４講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0523/0523_T63010_ja_JP.html
物理化学演習Ⅰ,第1・2,月4,全学講義棟 3-101,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0524/0524_T64220_ja_JP.html
電磁気学演習Ⅰ,第1・2,月4,全学講義棟 1-403,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0522/0522_T72051_ja_JP.html
ヒューマンコンピュータインタラクション,第1・2,月4,工-54,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0523/0523_T73520_ja_JP.html
物理化学Ⅲ,第1・2,月4,工-56,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0524/0524_T74060_ja_JP.html
機器分析Ⅰ,第1・2,月4,工-12,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0524/0524_T74380_ja_JP.html
環境まちづくり,第1・2,月4,全学講義棟 1-402,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0525/0525_T76620_ja_JP.html
スポーツ実技a　(前期分)　サッカー【教育(小算・小理・小も・中数・中理・中技)、教育以外】,第1・2,月4,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX75001_ja_JP.html
スポーツ実技a　(前期分)　バスケットボール【教育(小算・小理・小も・中数・中理・中技)、教育以外】,第1・2,月4,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX75002_ja_JP.html
スポーツ実技a　(前期分)　ダンス&ジムナスティクス【教育(小算・小理・小も・中数・中理・中技)、教育以外】,第1・2,月4,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX75003_ja_JP.html
メディアコミュニケーション研究基礎Ⅱ,第1・2,月4,教養学部501演習室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BC110281_ja_JP.html
子供の発育発達と保健室における養護教諭の実践　共通科目,第1・2,月4,学校保健学第２実験室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/180613/180613_W24001_ja_JP.html
芸術系教育の理論と実践B（図工・美術）,第1・2,月4,教育学部プロジェクト室（Ｄ棟）,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/180627/180627_W36001_ja_JP.html
子ども共育の理論と実践　共通科目,第1・2,月4,教育Ａ１１１講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/180614/180614_W27001_ja_JP.html
磁性物理学特論Ⅱ,第1・2,月4,理-3番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240201/240201_MM21280_ja_JP.html
代数学特論Ⅲ,第1・2,月4,理-1番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240301/240301_MM31180_ja_JP.html
複雑系フォトニクス特論,第1・2,月4,工-53,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240303/240303_MM33090_ja_JP.html
データサイエンス基礎,第1・2,月4,工-32,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/24/24_MM88010_ja_JP.html
発生生物学輪講1A,第1・2,月4,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240102/240102_MM12240_ja_JP.html
科学技術日本語Ⅲ　(前期)(梶山),第1・2,月4,工-演習室3,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/24/24_MM80050_ja_JP.html
科学技術日本語Ⅱ　(前期)(吉田),第1・2,月4,工-演習室4,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/24/24_MM80042_ja_JP.html
科学技術日本語Ⅱ　(前期)(小林),第1・2,月4,工-セミナー室7,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/24/24_MM80040_ja_JP.html
分子発生学特論,第1・2,月4,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250001/250001_D10180_ja_JP.html
非線形光デバイス機械学習特論,第1・2,月4,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250003/250003_D30560_ja_JP.html
生産情報学特論,第1・2,月4,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250004/250004_D40207_ja_JP.html
美術史学研究特論Ⅲ,第1・2,月4,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/27/27_GC14573_ja_JP.html
日本歴史学研究特論（近世）Ⅰ,第1・2,月4,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/27/27_GC13221_ja_JP.html
国際開発学入門,第1・2,月5,全学講義棟 1-205,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F11033_ja_JP.html
日本文学概説Ａ,第1・2,月5,全学講義棟 1-203,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F51011_ja_JP.html
歴史学基礎研究,第1・2,月5,教育Ａ２１３講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y12160_ja_JP.html
中等家庭科指導法Ｂ,第1・2,月5,教育Ａ４２６講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y24042_ja_JP.html
木材教育の方法,第1・2,月5,木材加工実習室（手加工室）,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y26045_ja_JP.html
教育学演習 IIIＤ,第1・2,月5,コモ棟教育学第２演習室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y32234_ja_JP.html
乳幼児教育研究Ｃ,第1・2,月5,コモ棟研究室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y38167_ja_JP.html
学校・地域とカリキュラム編成,第1・2,月5,教育Ａ２１４講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y44024_ja_JP.html
解析概論Ｃ,第1・2,月5,理-10番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0401/0401_RT1051_ja_JP.html
線形代数基礎,第1・2,月5,理-9番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0402/0402_RT1091_ja_JP.html
線形代数基礎,第1・2,月5,理-1番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0401/0401_RT1092_ja_JP.html
量子力学Ⅱ演習,第1・2,月5,理-8番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0402/0402_R12392_ja_JP.html
統計力学Ⅰ演習,第1・2,月5,理-8番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0402/0402_R12394_ja_JP.html
生体制御学実験Ⅱ,第1・2,月5,学科指定教室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0405/0405_R15023_ja_JP.html
合成・解析化学実験Ⅰ,第1・2,月5,学科指定教室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0403/0403_R13555_ja_JP.html
分子生物科学実験Ⅰ,第1・2,月5,学科指定教室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0404/0404_R14351_ja_JP.html
離散数学演習,第1・2,月5,教育Ａ１１４講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0523/0523_T63020_ja_JP.html
微分方程式,第1・2,月5,工-12,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0525/0525_T66045_ja_JP.html
流体力学,第1・2,月5,工-56,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0521/0521_T71240_ja_JP.html
基礎電気回路,第1・2,月5,工-55,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0522/0522_T72011_ja_JP.html
環境化学基礎,第1・2,月5,工-11,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0524/0524_T74010_ja_JP.html
生命化学,第1・2,月5,遠隔授業,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0524/0524_T74520_ja_JP.html
都市防災計画,第1・2,月5,工-32,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0525/0525_T76500_ja_JP.html
欧米文化研究基礎Ⅳ,第1・2,月5,教養学部304演習室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BC110640_ja_JP.html
超伝導集積回路工学特論,第1・2,月5,工-51,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240302/240302_MM32150_ja_JP.html
画像応用システム特論,第1・2,月5,工-53,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240303/240303_MM33110_ja_JP.html
データマイニング特別演習　前期,第1・2,月5,工-23,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/24/24_MM88030_ja_JP.html
科学技術日本語Ⅱ　(前期)(小林),第1・2,月5,工-セミナー室7,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/24/24_MM80040_ja_JP.html
科学技術日本語Ⅱ　(前期)(吉田),第1・2,月5,工-演習室4,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/24/24_MM80041_ja_JP.html
生体分子シミュレーション特論,第1・2,月5,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250003/250003_D30507_ja_JP.html
機械材料システム特論,第1・2,月5,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250004/250004_D40040_ja_JP.html
日本歴史学研究特論（近世）Ⅰ,第1・2,月5,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/27/27_GC13221_ja_JP.html
教育学演習 ID,第1・2,月6,コモ棟教育学第２演習室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y32214_ja_JP.html
学校経営と学校図書館,第1・2,月6,教育Ａ１１４講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y43501_ja_JP.html
教育臨床演習 IA,第1・2,月6,Ｈ棟研究室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y44151_ja_JP.html
教育臨床演習 IIA,第1・2,月6,Ｈ棟研究室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y44165_ja_JP.html
研究科目「政治経済学」　第１・２ターム、3年生以上履修可、東京ステーションカレッジにて開講,第1・2,月6,東京ＳＣ,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A70015_ja_JP.html
経営史　第１・２ターム,第1・2,月6,全学講義棟 1-202,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A80119_ja_JP.html
比較経営論　第１・２ターム,第1・2,月6,全学講義棟 1-203,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A80145_ja_JP.html
日本の地方自治,第1・2,月6,経-A302,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BE224240_ja_JP.html
政治経済学,第1・2,月6,東京ＳＣ,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BE322150_ja_JP.html
芸術系教育の教材研究と実践A（音楽）,第1・2,月6,教育コモ棟音楽第１講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/180626/180626_W35004_ja_JP.html
科学技術日本語Ⅱ　(前期)(吉田),第1・2,月6,工-演習室4,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/24/24_MM80041_ja_JP.html
日本経済論特論,第1・2,月6,東京ＳＣ,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/27/27_GE20220_ja_JP.html
現代憲法論特論,第1・2,月6,東京ＳＣ,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/27/27_GE20460_ja_JP.html
教育臨床演習 IIA,第1・2,月7,Ｈ棟研究室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y44161_ja_JP.html
コーポレートガバナンスと法,第1・2,月7,東京ＳＣ,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BE321350_ja_JP.html
Integrated English Skills(Communication)IA,第1・2,火1,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F43001_ja_JP.html
アメリカ社会概論,第1・2,火1,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F44222_ja_JP.html
＊社会問題論研究Ⅱ,第1・2,火1,教養学部-32,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_FB20232_ja_JP.html
地殻進化学,第1・2,火1,地学第１実験室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y16350_ja_JP.html
陸上競技　教室利用時はA１１２,第1・2,火1,陸上競技場,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y22070_ja_JP.html
学校保健(学校安全・救急処置・小児保健・精神保健を含む。)　Y60121と同時限,第1・2,火1,教育Ａ３２４講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y22400_ja_JP.html
教育社会学概論,第1・2,火1,教育Ａ１１３プロジェクト室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y32440_ja_JP.html
教育相談　小（理・図・体・家）・中（理・美・体・技・家）・副,第1・2,火1,教育Ｃ１講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y34091_ja_JP.html
教育相談　小（社・算・も）・中（社・数・技）・副,第1・2,火1,教育Ａ１１４講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y34092_ja_JP.html
保育内容「人間関係」　副2年以上,第1・2,火1,教育Ａ３２５講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y38080_ja_JP.html
学校保健 (小児保健、精神保健、学校安全及び救急処置を含む)　Y22400と同時限,第1・2,火1,教育Ａ３２４講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y60121_ja_JP.html
化学演習Ⅱ,第1・2,火1,理-1番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0403/0403_R13157_ja_JP.html
生物英語Ⅰ,第1・2,火1,理-11番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0404/0404_R14011_ja_JP.html
英語Ⅱ(Academic English Skills 2a)　再履修（2014年度以前入学者用） 第1・2ターム連続,第1・2,火1,全学講義棟 2-402,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX12803_ja_JP.html
日本語C（作文）a,第1・2,火1,全学講義棟 2-203,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/07/07_I2200601_ja_JP.html
社会問題論研究基礎Ⅱ,第1・2,火1,教養学部-32,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BC110241_ja_JP.html
人文地理学演習Ⅰ,第1・2,火1,教養学部各研究室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BC123861_ja_JP.html
日本近世史Ⅲ,第1・2,火1,教養学部各研究室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BC221851_ja_JP.html
学校課題改善演習　共通科目,第1・2,火1,教育Ａ１１０講義室（教職大学院講義室）,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/1806/1806_W10070_ja_JP.html
